sub-0001	0.02	1.65	0.005	6000.0	200	13671469	1	nan	36.097065925598145	1
sub-0001	0.04	1.65	0.005	6000.0	200	13671467	2	nan	36.48175048828125	1
sub-0001	0.02	1.75	0.005	6000.0	200	13671469	1	nan	36.81591272354126	1
sub-0001	0.04	1.75	0.005	6000.0	200	13671467	2	nan	37.55486536026001	1
sub-0001	0.02	1.85	0.005	6000.0	200	13671469	1	nan	36.68266677856445	1
sub-0001	0.04	1.85	0.005	6000.0	200	13671467	2	nan	36.731311559677124	1
sub-0001	0.02	1.95	0.005	6000.0	200	13671469	1	nan	35.341166734695435	1
sub-0001	0.04	1.95	0.005	6000.0	200	13671467	2	nan	36.181408643722534	1
sub-0001	0.02	2.05	0.005	6000.0	200	13671469	1	nan	36.012240409851074	1
sub-0001	0.04	2.05	0.005	6000.0	200	13671467	2	nan	36.19965410232544	1
sub-0001	0.03	1.65	0.005	6000.0	200	13671469	1	nan	36.989423990249634	1
sub-0001	0.05	1.65	0.005	6000.0	200	13671467	2	nan	37.109825134277344	1
sub-0001	0.03	1.75	0.005	6000.0	200	13671469	1	nan	36.77290892601013	1
sub-0001	0.05	1.75	0.005	6000.0	200	13671467	2	nan	37.61643743515015	1
sub-0001	0.03	1.85	0.005	6000.0	200	13671469	1	nan	35.898274421691895	1
sub-0001	0.05	1.85	0.005	6000.0	200	13671467	2	nan	36.415247678756714	1
sub-0001	0.03	1.95	0.005	6000.0	200	13671469	1	nan	38.04960823059082	1
sub-0001	0.05	1.95	0.005	6000.0	200	13671467	2	nan	37.93491077423096	1
sub-0001	0.05	2.05	0.005	6000.0	200	13671467	2	nan	37.84617209434509	1
sub-0001	0.03	2.05	0.005	6000.0	200	13671469	1	nan	38.031585931777954	1
