sub-0002	0.03	1.961590772	0.005	6000.0	200	15373378	23	0.00046850243605507327	0.013201358196747988	4.185614047700307	35.10378336906433	1
sub-0002	0.03	1.958336646	0.005	6000.0	200	15373377	22	0.0009182054766297036	0.06152567826582515	7.281823323752688	35.54921197891235	1
sub-0002	0.03	2.049452174	0.005	6000.0	200	15373405	50	0.0021466171949062573	0.09043813269302618	8.242579289568859	39.74052095413208	1
sub-0002	0.03	2.046198048	0.005	6000.0	200	15373404	49	0.001599089758941599	0.101185720613395	6.983605317574256	39.78708624839783	1
sub-0002	0.03	2.0527063	0.005	6000.0	200	15373406	51	0.0043387323816102994	0.007233966523647207	4.826406932802147	40.160154819488525	1
sub-0002	0.03	2.065722804	0.005	6000.0	200	15373410	55	0.0014723134134490895	0.05244299579088987	4.555347043521708	42.83843445777893	1
sub-0002	0.03	2.062468678	0.005	6000.0	200	15373409	54	0.0010903661533000707	0.03013384531164162	6.6607873540729425	42.986770153045654	1
sub-0002	0.03	2.055960426	0.005	6000.0	200	15373407	52	0.0020729776833964555	0.17431876542246202	5.24797329097369	43.02723979949951	1
sub-0002	0.03	2.059214552	0.005	6000.0	200	15373408	53	0.0016717516120834995	0.1044586123847792	5.305957987546856	43.10822534561157	1
sub-0002	0.03	1.95508252	0.005	6000.0	200	15373376	21	0.002199452310049241	0.10529952009143402	9.417217953954069	44.61940360069275	1
sub-0002	0.03	2.130805324	0.005	6000.0	200	15373482	75	0.0007634513116347568	0.06476041606717302	0.27557935283077484	39.78987908363342	1
sub-0002	0.03	2.127551198	0.005	6000.0	200	15373481	74	0.001337898477347488	0.24936473516711397	0.05685563224472823	39.84008455276489	1
sub-0002	0.03	2.121042946	0.005	6000.0	200	15373479	72	0.0017677415573773279	0.08733594658698833	1.7121188039064457	39.84561634063721	1
sub-0002	0.03	2.124297072	0.005	6000.0	200	15373480	73	0.002728239252340968	0.15529134793433993	2.4093308134634057	39.32055401802063	1
sub-0002	0.03	1.964844898	0.005	6000.0	200	15373379	24	0.0006424998782815991	0.047308184698413074	4.239339835374155	39.93173551559448	1
sub-0002	0.03	1.968099024	0.005	6000.0	200	15373380	25	0.0010487280567887762	0.12005993265743761	3.3484125122431614	40.68112778663635	1
sub-0002	0.03	1.97135315	0.005	6000.0	200	15373381	26	0.0008261352237161817	0.10966699313761559	7.623342851737215	40.68815851211548	1
sub-0002	0.03	1.974607276	0.005	6000.0	200	15373382	27	0.002375315869129468	0.13372894780418493	4.52053143301022	41.34287214279175	1
sub-0002	0.03	1.977861402	0.005	6000.0	200	15373383	28	0.0020188140093541427	0.312995321602119	6.73490205636632	41.54628872871399	1
sub-0002	0.03	2.13405945	0.005	6000.0	200	15373483	76	0.0013618154456384339	0.19312966457606145	1.6071733845575498	41.43523812294006	1
sub-0002	0.03	2.042943922	0.005	6000.0	200	15373403	48	0.000842685050696004	0.19012264093671283	3.1122569237738933	39.769331216812134	1
sub-0002	0.03	2.010402662	0.005	6000.0	200	15373393	38	0.0006939869691898587	0.13897851675608364	6.088012109857573	39.98685431480408	1
sub-0002	0.03	1.994132032	0.005	6000.0	200	15373388	33	0.002547659239037719	0.22016362032158493	4.318255570807263	40.09229898452759	1
sub-0002	0.03	1.997386158	0.005	6000.0	200	15373389	34	0.0009006157537577522	0.06085390133026932	12.881960020953326	40.09789538383484	1
sub-0002	0.03	2.013656788	0.005	6000.0	200	15373394	39	0.0011455322593858749	0.11146686839700505	8.59607651890504	40.154982566833496	1
sub-0002	0.03	1.990877906	0.005	6000.0	200	15373387	32	0.0009716372184002773	0.08736963518011553	8.167907156406148	40.24166560173035	1
sub-0002	0.03	2.00389441	0.005	6000.0	200	15373391	36	0.0009135022915406442	0.14419932483906878	11.3268296850821	40.39191961288452	1
sub-0002	0.03	2.007148536	0.005	6000.0	200	15373392	37	0.001958236219215962	0.1311890732681401	6.037914155925481	40.40566301345825	1
sub-0002	0.03	2.000640284	0.005	6000.0	200	15373390	35	0.0015424464439529632	0.21118784609458138	3.7889950056001176	40.49569892883301	1
sub-0002	0.03	1.984369654	0.005	6000.0	200	15373385	30	0.0010432726845609089	0.1669370632577846	11.636572099068996	40.77813649177551	1
